# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan  6 15:15:44 2017
#
# CONSTRAINT:  where (k2c_disp like 'C%'
# CONSTRAINT:  and k2c_recentflag = 1
# CONSTRAINT:  )
#
# COLUMN epic_name:      EPIC Name
# COLUMN tm_name:        2MASS Designation
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radj:        Candidate Radius [Jupiter radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_plx:         Parallax [mas]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_vsini:       Rot. Velocity V*sin(i) [km/s]
#
rowid,epic_name,tm_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_trandep,pl_trandur,pl_imppar,pl_orbincl,pl_ratdor,pl_ratror,pl_rade,pl_radj,pl_eqt,st_plx,st_dist,st_teff,st_logg,st_metfe,st_metratio,st_rad,st_vsini
678,EPIC 211825866,2MASS J08171986+1741022,EPIC 211825866.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h17m19.86s,124.332765,+17d41m02.2s,17.683943,0.95017067,2457142.615773,0.088000,2.5810000,,,,,,,,,,,,,,,
679,EPIC 211834065,2MASS J08501152+1747576,EPIC 211834065.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h50m11.53s,132.548024,+17d47m57.6s,17.799325,10.54500000,2457142.426000,0.014300,0.1357900,0.1640,,,1.19740,,,,,,,,,,,
681,EPIC 211886472,2MASS J09083180+1831428,EPIC 211886472.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,09h08m31.81s,137.132531,+18d31m42.8s,18.528543,19.63366256,2457152.387959,0.682000,2.3310000,,,,,,,,,,,,,,,
682,EPIC 211897691,2MASS J08401981+1841344,EPIC 211897691.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h40m19.81s,130.082557,+18d41m34.5s,18.692919,5.75000000,2457142.497000,0.094500,0.0522900,0.0000,,,3.07490,,,,,,,,,,,
683,EPIC 211906259,2MASS J08451464+1849096,EPIC 211906259.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h45m14.65s,131.311027,+18d49m09.7s,18.819358,2.52000000,2457140.559000,0.010500,0.5147900,0.1740,,,1.02360,,,,,,,,,,,
684,EPIC 211913977,2MASS J08412258+1856020,EPIC 211913977.01,EPIC 211913977 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,5,1,08h41m22.58s,130.344085,+18d56m02.0s,18.933875,14.66146147,2457152.715844,0.072000,5.3470000,,,,,,,,,,,,,,,
685,EPIC 211919004,2MASS J08390649+1900360,EPIC 211919004.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h39m06.49s,129.777047,+19d00m36.1s,19.010023,11.71571445,2457149.106617,0.111000,4.3580000,,,,,,,,,,,,,,,
687,EPIC 211923431,2MASS J08314496+1904288,EPIC 211923431.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h31m44.97s,127.937355,+19d04m28.7s,19.074641,29.72900000,2457143.824000,0.067000,0.2082500,0.1960,,,2.58780,,,,,,,,,,,
688,EPIC 211924657,2MASS J08400641+1905346,EPIC 211924657.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h40m06.43s,130.026777,+19d05m34.4s,19.092879,2.64500000,2457141.999000,0.236500,0.0585000,0.0000,,,4.86340,,,,,,,,,,,
689,EPIC 211925595,2MASS J08514995+1906271,EPIC 211925595.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h51m49.95s,132.958130,+19d06m27.1s,19.107530,45.38331501,2457143.161193,0.229000,5.4290000,,,,,,,,,,,,,,,
690,EPIC 211929937,2MASS J08364282+1910257,EPIC 211929937.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h36m42.83s,129.178454,+19d10m25.7s,19.173812,3.47701312,2457142.410652,2.062000,2.6460000,,,,,,,,,,,,,,,
692,EPIC 211941472,2MASS J08414765+1920510,EPIC 211941472.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h41m47.66s,130.448577,+19d20m51.0s,19.347497,5.78000000,2457143.635000,0.010100,0.1307500,0.1540,,,1.00640,,,,,,,,,,,
694,EPIC 211945201,2MASS J09061775+1924080,EPIC 211945201.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,19.50735025,2457158.821705,0.150000,3.9510000,,,,,,,,,,,,,,,
695,EPIC 211965883,2MASS J09043771+1942525,EPIC 211965883.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,09h04m37.73s,136.157199,+19d42m52.5s,19.714585,10.55500000,2457146.496000,0.124900,0.0544600,0.3000,,,3.53370,,,,,,,,,,,
696,EPIC 211969807,2MASS J08383283+1946256,EPIC 211969807.01,EPIC 211969807 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CONFIRMED,,5,1,08h38m32.82s,129.636756,+19d46m25.8s,19.773829,1.97400000,2457140.376000,0.132500,0.0586300,0.0000,,,3.64010,,,,,,,,,,,
697,EPIC 211987231,2MASS J09093189+2002538,EPIC 211987231.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,09h09m31.92s,137.382988,+20d02m53.7s,20.048245,17.04066667,2457158.842935,1.938000,2.2600000,,,,,,,,,,,,,,,
698,EPIC 211990866,2MASS J08382429+2006217,EPIC 211990866.01,EPIC 211990866 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,5,1,08h38m24.30s,129.601250,+20d06m21.8s,20.106063,1.67344228,2457142.395253,0.086000,2.1250000,,,,,,,,,,,,,,,
700,EPIC 211993818,2MASS J08244918+2009107,EPIC 211993818.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,,,,,8.98600000,2457140.043000,4.864600,0.0000800,1.0000,,,22.05580,,,,,,,,,,,
701,EPIC 211995325,2MASS J08444982+2010396,EPIC 211995325.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160306488A target=ref>Adams et al. 2016</a>,CANDIDATE,,5,1,08h44m49.82s,131.207598,+20d10m39.7s,20.177694,0.27925800,2457154.452190,,,,79.800,2.200000,0.12430,8.410,0.750,,,,4071.00,4.84,-0.202,[Fe/H],0.62,
702,EPIC 211995398,2MASS J08143751+2010449,EPIC 211995398.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h14m37.51s,123.656302,+20d10m44.9s,20.179146,32.57600000,2457169.858000,3.833600,0.1772100,0.0000,,,19.57950,,,,,,,,,,,
703,EPIC 212006318,2MASS J08420032+2021334,EPIC 212006318.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h42m00.32s,130.501328,+20d21m33.5s,20.359306,14.44300000,2457147.342000,0.024500,0.2514600,0.1780,,,1.56510,,,,,,,,,,,
705,EPIC 212006344,2MASS J08255432+2021344,EPIC 212006344.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h25m54.31s,126.476311,+20d21m34.4s,20.359569,2.21944122,2457144.048053,0.040000,1.5330000,,,,,,,,,,,,,,,
706,EPIC 212008766,2MASS J08370778+2023577,EPIC 212008766.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h37m07.79s,129.282438,+20d23m57.7s,20.399373,14.11544241,2457145.149412,0.083000,4.1920000,,,,,,,,,,,,,,,
708,EPIC 212009427,2MASS J08312987+2024374,EPIC 212009427.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h31m29.87s,127.874459,+20d24m37.5s,20.410422,0.77800000,2457140.262000,0.542800,0.0208300,0.2360,,,7.36760,,,,,,,,,,,
710,EPIC 212012119,2MASS J08484077+2027182,EPIC 212012119.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h48m40.77s,132.169895,+20d27m18.3s,20.455076,8.43800000,2457142.495000,0.084000,0.0845400,0.2660,,,2.90000,,,,,,,,,,,
711,EPIC 212012119,2MASS J08484077+2027182,EPIC 212012119.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h48m40.77s,132.169895,+20d27m18.3s,20.455076,3.28046294,2457142.137980,0.083000,2.2640000,,,,,,,,,,,,,,,
713,EPIC 212066407,2MASS J08392124+2123270,EPIC 212066407.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h39m21.24s,129.838516,+21d23m27.0s,21.390829,0.82182448,2457142.832785,0.047000,0.6910000,,,,,,,,,,,,,,,
715,EPIC 212069861,2MASS J08574660+2127127,EPIC 212069861.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h57m46.61s,134.444189,+21d27m12.7s,21.453533,30.96028326,2457147.486657,0.202000,4.1170000,,,,,,,,,,,,,,,
716,EPIC 212088059,2MASS J08504989+2147209,EPIC 212088059.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h50m49.89s,132.707863,+21d47m20.8s,21.789122,10.36600000,2457141.715000,0.124000,0.0788300,0.0000,,,3.52110,,,,,,,,,,,
717,EPIC 212099230,2MASS J08321766+2200217,EPIC 212099230.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h32m17.66s,128.073571,+22d00m21.6s,22.006011,7.11047482,2457149.079880,0.070000,3.4340000,,,,,,,,,,,,,,,
719,EPIC 212110007,2MASS J08531463+2213085,EPIC 212110007.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h53m14.63s,133.310979,+22d13m08.3s,22.218977,16.70043510,2457144.700057,3.552000,3.2400000,,,,,,,,,,,,,,,
721,EPIC 212110888,2MASS J08301891+2214092,EPIC 212110888.01,K2-34 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,5,1,08h30m18.90s,127.578770,+22d14m09.3s,22.235908,2.99529334,2457144.348573,0.731000,2.4750000,,,,,,,,,,,,,,,
722,EPIC 212130773,2MASS J08234865+2238024,EPIC 212130773.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h23m48.66s,125.952752,+22d38m02.5s,22.634023,18.71100000,2457151.886000,0.130500,0.2488300,0.1620,,,3.61320,,,,,,,,,,,
723,EPIC 212132195,2MASS J08235691+2239467,EPIC 212132195.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h23m56.90s,125.987065,+22d39m47.0s,22.663045,26.19800000,2457164.390000,0.086100,0.1322100,0.0000,,,2.93470,,,,,,,,,,,
724,EPIC 212133517,2MASS J08244188+2241201,EPIC 212133517.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h24m41.89s,126.174526,+22d41m20.2s,22.688933,9.73605539,2457151.160962,0.122000,3.6730000,,,,,,,,,,,,,,,
725,EPIC 212136123,2MASS J08365087+2244280,EPIC 212136123.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h36m50.88s,129.211991,+22d44m28.0s,22.741123,2.22600000,2457140.262000,0.067600,0.0699600,0.0000,,,2.60030,,,,,,,,,,,
726,EPIC 212138198,2MASS J08240565+2246598,EPIC 212138198.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h24m05.65s,126.023559,+22d46m59.8s,22.783290,3.20900000,2457142.373000,0.201600,0.0302100,0.1310,,,4.49050,,,,,,,,,,,
727,EPIC 212141021,2MASS J08314108+2250300,EPIC 212141021.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h31m41.08s,127.921180,+22d50m30.0s,22.841670,2.91800000,2457140.099000,0.024600,0.0797500,0.0660,,,1.56740,,,,,,,,,,,
728,EPIC 212150006,2MASS J08324068+2301551,EPIC 212150006.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h32m40.69s,128.169544,+23d01m55.2s,23.031999,0.89803906,2457142.683719,0.163000,1.6110000,,,,,,,,,,,,,,,
731,EPIC 212152341,,EPIC 212152341.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h51m00.97s,132.754023,+23d05m02.2s,23.083958,6.67600000,2457141.311000,3.942400,0.0947100,0.0870,,,19.85550,,,,,,,,,,,
732,EPIC 212154564,2MASS J08543387+2307584,EPIC 212154564.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h54m33.88s,133.641182,+23d07m58.4s,23.132890,6.41400000,2457142.181000,0.464300,0.0633800,0.1020,,,6.81410,,,,,,,,,,,
734,EPIC 212157262,2MASS J08500566+2311333,EPIC 212157262.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h50m05.67s,132.523609,+23d11m33.4s,23.192601,7.15451552,2457146.313282,0.097000,2.5140000,,,,,,,,,,,,,,,
735,EPIC 212161956,2MASS J08252951+2317504,EPIC 212161956.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h25m29.50s,126.372924,+23d17m50.6s,23.297377,7.18700000,2457140.698000,0.119500,0.0996300,0.0000,,,3.45760,,,,,,,,,,,
737,EPIC 212164470,2MASS J08391527+2321269,EPIC 212164470.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h39m15.27s,129.813631,+23d21m26.9s,23.357481,7.81110453,2457144.859822,0.034000,3.4330000,,,,,,,,,,,,,,,
738,EPIC 212270970,2MASS J13510995-1827420,EPIC 212270970.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h51m09.96s,207.791490,-18d27m42.2s,-18.461727,1.71700000,2457218.134000,0.008600,0.2580000,0.1850,,,0.92860,,,,,,,,,,,
739,EPIC 212278644,2MASS J13482988-1811476,EPIC 212278644.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h48m29.90s,207.124576,-18d11m47.8s,-18.196601,12.42600000,2457227.549000,0.043100,0.2051300,0.2130,,,2.07700,,,,,,,,,,,
740,EPIC 212294561,2MASS J13403530-1741430,EPIC 212294561.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h40m35.30s,205.147104,-17d41m43.0s,-17.695271,2.76294135,2457226.109408,0.052000,2.7580000,,,,,,,,,,,,,,,
741,EPIC 212297394,2MASS J13484949-1736355,EPIC 212297394.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h48m49.49s,207.206217,-17d36m35.7s,-17.609906,5.21300000,2457222.483000,0.070900,0.1009200,0.0700,,,2.66180,,,,,,,,,,,
742,EPIC 212300977,2MASS J13350194-1730124,EPIC 212300977.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,,,,,4.46659676,2457229.455487,1.529000,3.4800000,,,,,,,,,,,,,,,
744,EPIC 212301649,2MASS J13255091-1728592,EPIC 212301649.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h25m50.91s,201.462144,-17d28m59.3s,-17.483129,1.22500000,2457217.565000,0.022400,0.3756700,0.5540,,,1.49620,,,,,,,,,,,
745,EPIC 212310244,2MASS J13521870-1713315,EPIC 212310244.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h52m18.70s,208.077928,-17d13m31.6s,-17.225447,6.66900000,2457220.874000,0.021300,0.2076700,0.1660,,,1.46070,,,,,,,,,,,
746,EPIC 212315941,2MASS J13322094-1703403,EPIC 212315941.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h32m20.94s,203.087264,-17d03m40.3s,-17.061192,12.93488160,2457226.556370,1.516000,2.0640000,,,,,,,,,,,,,,,
747,EPIC 212321305,2MASS J13383408-1654364,EPIC 212321305.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h38m34.08s,204.642002,-16d54m36.4s,-16.910098,34.14400000,2457228.926000,0.283600,0.3301300,0.1960,,,5.32570,,,,,,,,,,,
748,EPIC 212330265,2MASS J13533111-1639348,EPIC 212330265.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h53m31.11s,208.379630,-16d39m34.9s,-16.659701,4.17400000,2457220.427000,0.101300,0.0776200,0.0190,,,3.18280,,,,,,,,,,,
750,EPIC 212351026,2MASS J13264484-1606183,EPIC 212351026.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h26m44.85s,201.686872,-16d06m18.5s,-16.105150,2.55068936,2457225.785311,0.828000,7.1550000,,,,,,,,,,,,,,,
751,EPIC 212351405,2MASS J13263909-1605419,EPIC 212351405.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h26m39.10s,201.662937,-16d05m42.0s,-16.095001,2.55234671,2457225.753212,0.630000,5.9660000,,,,,,,,,,,,,,,
753,EPIC 212357477,2MASS J13280398-1556162,EPIC 212357477.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h28m03.99s,202.016633,-15d56m16.2s,-15.937820,6.32976960,2457227.545974,0.042000,2.4860000,,,,,,,,,,,,,,,
755,EPIC 212370106,2MASS J13250524-1537303,EPIC 212370106.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h25m05.25s,201.271866,-15d37m30.3s,-15.625073,22.44600000,2457225.441000,0.154600,0.1450000,0.0110,,,3.93190,,,,,,,,,,,
756,EPIC 212380207,2MASS J13212550-1522378,EPIC 212380207.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h21m25.50s,200.356235,-15d22m38.0s,-15.377218,26.14700000,2457241.871000,0.056800,0.1808800,0.0940,,,2.38420,,,,,,,,,,,
757,EPIC 212393193,2MASS J14021128-1504100,EPIC 212393193.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,14h02m11.28s,210.546990,-15d04m10.3s,-15.069540,36.15200000,2457236.741000,0.033100,0.2215400,0.0010,,,1.83000,,,,,,,,,,,
758,EPIC 212393193,2MASS J14021128-1504100,EPIC 212393193.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,14h02m11.28s,210.546990,-15d04m10.3s,-15.069540,14.45200000,2457219.472000,0.033100,0.1232500,0.0000,,,1.82000,,,,,,,,,,,
760,EPIC 212394689,2MASS J13342910-1502105,EPIC 212394689.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h34m29.11s,203.621297,-15d02m10.9s,-15.036359,6.67773603,2457230.104786,0.066000,2.9860000,,,,,,,,,,,,,,,
761,EPIC 212398508,2MASS J13343092-1456497,EPIC 212398508.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h34m30.93s,203.628859,-14d56m49.8s,-14.947160,46.42300000,2457237.276000,0.068100,0.2746300,0.2110,,,2.61020,,,,,,,,,,,
762,EPIC 212418133,2MASS J13331242-1430146,EPIC 212418133.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h33m12.43s,203.301778,-14d30m14.6s,-14.504056,3.33300000,2457219.846000,0.026800,0.1580000,0.1180,,,1.63720,,,,,,,,,,,
763,EPIC 212420823,2MASS J13162393-1426405,EPIC 212420823.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h16m23.94s,199.099736,-14d26m40.7s,-14.444631,9.02900000,2457219.139000,0.068200,0.1253700,0.0780,,,2.61070,,,,,,,,,,,
764,EPIC 212424622,2MASS J13291954-1421340,EPIC 212424622.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h29m19.54s,202.331428,-14d21m34.1s,-14.359463,12.01200000,2457219.497000,0.031500,0.2150800,0.1530,,,1.77450,,,,,,,,,,,
765,EPIC 212425103,2MASS J13372870-1420558,EPIC 212425103.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h37m28.70s,204.369589,-14d20m56.0s,-14.348889,0.94599529,2457225.741790,0.028000,1.7030000,,,,,,,,,,,,,,,
767,EPIC 212432685,2MASS J13371171-1410498,EPIC 212432685.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h37m11.71s,204.298790,-14d10m50.1s,-14.180588,1.06300000,2457217.992000,0.023100,0.0548300,0.0720,,,1.51880,,,,,,,,,,,
768,EPIC 212435047,2MASS J13283136-1407346,EPIC 212435047.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h28m31.37s,202.130717,-14d07m34.7s,-14.126292,1.11562824,2457225.136348,0.017000,1.1610000,,,,,,,,,,,,,,,
770,EPIC 212440430,2MASS J13360854-1400331,EPIC 212440430.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h36m08.54s,204.035596,-14d00m33.2s,-14.009217,19.99100000,2457228.160000,0.054200,0.1777500,0.1220,,,2.32760,,,,,,,,,,,
771,EPIC 212443973,2MASS J13400212-1355553,EPIC 212443973.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h40m02.14s,205.008897,-13d55m55.3s,-13.932038,0.77900000,2457217.748000,0.036900,0.0275000,0.0000,,,1.92070,,,,,,,,,,,
