# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jan  4 16:30:57 2017
#
# CONSTRAINT:  where (koi_pdisposition like 'CANDIDATE'
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec
3043,10513530,K00533.02,,CANDIDATE,CANDIDATE,3.524680540,2.5980000e-05,-2.5980000e-05,0,,,MCMC,1.10,4.300e-01,-1.300e-01,89.95,,,1099.0,,,344.61,420.26,-104.96,2,5372.00,177.00,-139.00,4.434,0.106,-0.266,0.9160,0.3630,-0.1110,280.641360,47.751942
3044,10554999,K00534.01,Kepler-179 c,CONFIRMED,CANDIDATE,6.400147394,8.8520000e-06,-8.8520000e-06,0,,,MCMC,2.26,5.100e-01,-1.700e-01,88.24,,,807.0,,,100.33,70.44,-22.80,1,5294.00,170.00,-137.00,4.599,0.027,-0.141,0.7610,0.1710,-0.0560,298.663730,47.762039
3045,9076513,K00583.01,Kepler-611 b,CONFIRMED,CANDIDATE,2.437033302,5.0250000e-06,-5.0250000e-06,0,,,MCMC,1.61,7.000e-01,-1.400e-01,84.80,,,1371.0,,,834.02,1062.10,-222.91,1,5984.00,150.00,-195.00,4.490,0.039,-0.307,0.9840,0.4280,-0.0840,286.004940,45.480389
3046,9146018,K00584.01,Kepler-192 b,CONFIRMED,CANDIDATE,9.926725140,1.2140000e-05,-1.2140000e-05,0,,,MCMC,2.20,7.400e-01,-1.700e-01,89.38,,,747.0,,,73.61,72.33,-17.44,1,5543.00,148.00,-142.00,4.568,0.030,-0.219,0.8130,0.2730,-0.0650,287.917910,45.592869
3047,9146018,K00584.02,Kepler-192 c,CONFIRMED,CANDIDATE,21.223472960,5.1630000e-05,-5.1630000e-05,0,,,MCMC,2.27,7.600e-01,-1.800e-01,87.66,,,580.0,,,26.74,26.29,-6.33,2,5543.00,148.00,-142.00,4.568,0.030,-0.219,0.8130,0.2730,-0.0650,287.917910,45.592869
3048,9146018,K00584.03,Kepler-192 d,CONFIRMED,CANDIDATE,6.470275790,4.3200000e-05,-4.3200000e-05,0,,,MCMC,0.89,2.900e-01,-7.000e-02,89.38,,,862.0,,,130.56,128.30,-30.94,3,5543.00,148.00,-142.00,4.568,0.030,-0.219,0.8130,0.2730,-0.0650,287.917910,45.592869
3049,9279669,K00585.01,Kepler-612 b,CONFIRMED,CANDIDATE,3.722156413,3.7630000e-06,-3.7630000e-06,0,,,MCMC,2.42,9.300e-01,-1.900e-01,87.09,,,1051.0,,,288.29,328.23,-67.35,1,5618.00,158.00,-141.00,4.566,0.031,-0.255,0.8110,0.3110,-0.0640,291.354640,45.747898
3050,10843590,K00431.02,Kepler-153 c,CONFIRMED,CANDIDATE,46.902511200,1.6020000e-04,-1.6020000e-04,0,,,MCMC,2.50,1.210e+00,-3.200e-01,89.95,,,458.0,,,10.44,15.95,-3.32,2,5402.00,184.00,-144.00,4.452,0.108,-0.333,0.8650,0.4210,-0.1110,282.460510,48.257118
3051,10858832,K00432.01,Kepler-552 b,CONFIRMED,CANDIDATE,5.263415765,2.8960000e-06,-2.8960000e-06,0,,,MCMC,3.86,1.970e+00,-3.300e-01,85.37,,,1100.0,,,345.55,517.56,-92.91,1,6091.00,146.00,-197.00,4.458,0.043,-0.327,1.0250,0.5200,-0.0890,290.747680,48.242008
3052,10937029,K00433.01,Kepler-553 b,CONFIRMED,CANDIDATE,4.030468037,1.6420000e-06,-1.6420000e-06,0,,,MCMC,4.86,1.890e+00,-4.100e-01,88.24,,,1051.0,,,288.38,343.61,-73.70,1,5551.00,179.00,-162.00,4.509,0.043,-0.270,0.8990,0.3500,-0.0760,298.550840,48.332451
3053,10937029,K00433.02,Kepler-553 c,CONFIRMED,CANDIDATE,328.239954600,3.6460000e-04,-3.6460000e-04,0,,,MCMC,11.83,4.610e+00,-1.000e+00,89.95,,,242.0,,,0.82,0.97,-0.21,2,5551.00,179.00,-162.00,4.509,0.043,-0.270,0.8990,0.3500,-0.0760,298.550840,48.332451
3057,3239945,K00490.01,Kepler-167 b,CONFIRMED,CANDIDATE,4.393156523,5.7320000e-06,-5.7320000e-06,0,,,MCMC,1.71,2.570e+00,-1.600e-01,89.95,,,899.0,,,154.44,937.67,-39.79,1,4978.00,151.00,-130.00,4.511,0.069,-0.778,0.8080,1.2160,-0.0740,292.658420,38.345390
3058,10187017,K00082.01,Kepler-102 e,CONFIRMED,CANDIDATE,16.145690772,6.6450000e-06,-6.6450000e-06,0,,,MCMC,2.52,1.000e-01,-1.400e-01,88.24,,,549.0,,,21.46,3.81,-3.76,1,4812.00,101.00,-93.00,4.548,0.042,-0.019,0.7550,0.0310,-0.0420,281.482730,47.208031
3059,3239945,K00490.02,Kepler-167 e,CONFIRMED,CANDIDATE,1071.231934600,6.7060000e-04,-6.7060000e-04,0,,,MCMC,11.11,1.673e+01,-1.010e+00,89.95,,,144.0,,,0.10,0.62,-0.02,,4978.00,151.00,-130.00,4.511,0.069,-0.778,0.8080,1.2160,-0.0740,292.658420,38.345390
3060,10554999,K00534.02,Kepler-179 b,CONFIRMED,CANDIDATE,2.735903375,4.7970000e-06,-4.7970000e-06,0,,,MCMC,1.58,3.600e-01,-1.100e-01,89.95,,,1072.0,,,312.39,219.31,-70.98,2,5294.00,170.00,-137.00,4.599,0.027,-0.141,0.7610,0.1710,-0.0560,298.663730,47.762039
3061,10873260,K00535.01,Kepler-590 b,CONFIRMED,CANDIDATE,5.852962570,4.7360000e-06,-4.7360000e-06,0,,,MCMC,3.51,1.560e+00,-3.400e-01,87.66,,,1056.0,,,293.93,382.19,-83.58,1,6050.00,152.00,-195.00,4.450,0.052,-0.301,1.0130,0.4490,-0.0980,296.385530,48.233452
3062,10965008,K00536.01,Kepler-591 b,CONFIRMED,CANDIDATE,81.169429900,3.1990000e-04,-3.1990000e-04,0,,,MCMC,3.41,1.370e+00,-2.900e-01,89.38,,,412.0,,,6.82,8.03,-1.83,1,5865.00,157.00,-191.00,4.505,0.037,-0.290,0.9440,0.3770,-0.0810,286.024020,48.431770
3063,11073351,K00537.01,Kepler-592 b,CONFIRMED,CANDIDATE,2.820192408,3.7900000e-06,-3.7900000e-06,0,,,MCMC,2.17,6.500e-01,-1.900e-01,86.52,,,1326.0,,,730.86,629.44,-189.40,1,6091.00,149.00,-174.00,4.487,0.043,-0.226,0.9670,0.2900,-0.0850,285.790680,48.683262
3064,11090765,K00538.01,Kepler-593 b,CONFIRMED,CANDIDATE,21.217089730,5.9270000e-05,-5.9270000e-05,0,,,MCMC,2.60,1.130e+00,-2.600e-01,89.38,,,706.0,,,58.63,75.50,-16.90,1,6191.00,163.00,-196.00,4.438,0.058,-0.295,1.0070,0.4390,-0.1010,294.951450,48.651192
3066,9570741,K00586.01,Kepler-613 b,CONFIRMED,CANDIDATE,15.779796140,4.2580000e-05,-4.2580000e-05,0,,,MCMC,2.19,8.500e-01,-1.700e-01,89.95,,,713.0,,,60.96,69.39,-15.06,1,5941.00,158.00,-171.00,4.519,0.033,-0.282,0.9110,0.3530,-0.0730,282.786800,46.244991
3067,9607164,K00587.01,Kepler-614 b,CONFIRMED,CANDIDATE,14.034915140,2.5970000e-05,-2.5970000e-05,0,,,MCMC,2.35,1.230e+00,-2.500e-01,89.38,,,641.0,,,39.97,65.94,-11.32,1,5258.00,177.00,-138.00,4.513,0.079,-0.540,0.7850,0.4110,-0.0840,298.384830,46.276039
3068,9631762,K00588.01,Kepler-615 b,CONFIRMED,CANDIDATE,10.355846570,1.8540000e-05,-1.8540000e-05,0,,,MCMC,1.36,1.000e-01,-1.000e-01,89.38,,,534.0,,,19.18,5.47,-4.48,1,4523.00,128.00,-125.00,4.702,0.053,-0.034,0.5410,0.0390,-0.0400,282.450590,46.321400
3069,6462863,K00094.01,Kepler-89 d,CONFIRMED,CANDIDATE,22.342969585,3.3130000e-06,-3.3130000e-06,0,,,MCMC,9.77,2.030e+00,-1.500e+00,89.95,,,767.0,,,81.73,45.67,-27.89,1,6098.00,101.00,-127.00,4.247,0.130,-0.137,1.2970,0.2700,-0.1990,297.333070,41.891121
3070,9782691,K00590.01,Kepler-193 b,CONFIRMED,CANDIDATE,11.388399710,3.5100000e-05,-3.5100000e-05,0,,,MCMC,2.44,1.330e+00,-2.800e-01,89.95,,,917.0,,,167.32,270.92,-55.14,1,6343.00,152.00,-244.00,4.411,0.056,-0.323,1.1370,0.6180,-0.1300,296.498600,46.577240
3071,11709124,K00435.01,Kepler-154 d,CONFIRMED,CANDIDATE,20.549818830,2.5720000e-05,-2.5720000e-05,0,,,MCMC,3.29,1.380e+00,-2.500e-01,89.38,,,633.0,,,37.85,47.23,-8.68,1,5937.00,162.00,-155.00,4.559,0.030,-0.297,0.8320,0.3500,-0.0620,289.780520,49.896530
3072,11709124,K00435.02,,CANDIDATE,CANDIDATE,934.094184620,0.0000000e+00,0.0000000e+00,0,,,MCMC,7.89,3.320e+00,-5.900e-01,89.95,,,177.0,,,0.23,0.29,-0.05,,5937.00,162.00,-155.00,4.559,0.030,-0.297,0.8320,0.3500,-0.0620,289.780520,49.896530
3073,11805075,K00436.01,,CANDIDATE,CANDIDATE,199.839200080,5.3310000e-05,-5.3310000e-05,0,,,MCMC,2662.18,9.497e+02,-1.838e+02,88.81,,,276.0,,,1.36,1.45,-0.29,1,5457.00,159.00,-136.00,4.548,0.025,-0.260,0.8690,0.3100,-0.0600,286.656890,50.021568
3074,11824222,K00437.01,,CANDIDATE,CANDIDATE,15.841311787,1.9470000e-06,-1.9470000e-06,0,,,MCMC,28.25,4.230e+00,-2.700e+00,88.81,,,575.0,,,25.77,12.78,-6.87,1,5119.00,161.00,-138.00,4.575,0.064,-0.079,0.7020,0.1050,-0.0670,296.618590,50.022011
3075,12302530,K00438.01,Kepler-155 b,CONFIRMED,CANDIDATE,5.931192939,5.0170000e-06,-5.0170000e-06,0,,,MCMC,1.95,2.500e-01,-2.600e-01,86.52,,,562.0,,,23.52,14.80,-6.82,1,3985.00,251.00,-64.00,4.721,0.084,-0.084,0.5400,0.0700,-0.0700,288.495820,51.081940
3077,3239945,K00490.03,Kepler-167 c,CONFIRMED,CANDIDATE,7.406107750,1.5270000e-05,-1.5270000e-05,0,,,MCMC,1.76,2.640e+00,-1.700e-01,87.66,,,755.0,,,76.91,466.99,-19.81,3,4978.00,151.00,-130.00,4.511,0.069,-0.778,0.8080,1.2160,-0.0740,292.658420,38.345390
3078,3239945,K00490.04,Kepler-167 d,CONFIRMED,CANDIDATE,21.803876300,1.2680000e-04,-1.2680000e-04,0,,,MCMC,1.39,2.080e+00,-1.300e-01,88.81,,,527.0,,,18.25,110.83,-4.70,4,4978.00,151.00,-130.00,4.511,0.069,-0.778,0.8080,1.2160,-0.0740,292.658420,38.345390
3080,3559935,K00492.01,Kepler-576 b,CONFIRMED,CANDIDATE,29.911367940,9.9090000e-05,-9.9090000e-05,0,,,MCMC,4.06,1.570e+00,-8.100e-01,88.24,,,626.0,,,36.19,41.98,-15.49,1,5589.00,163.00,-154.00,4.270,0.175,-0.230,1.2180,0.4720,-0.2440,295.182920,38.654228
3082,3966801,K00494.01,Kepler-577 b,CONFIRMED,CANDIDATE,25.695782510,6.3200000e-05,-6.3200000e-05,0,,,MCMC,1.68,3.500e-01,-3.500e-01,89.38,,,315.0,,,2.32,1.92,-1.09,1,3789.00,219.00,-159.00,4.774,0.125,-0.125,0.4800,0.1000,-0.1000,294.711940,39.073761
3084,11656721,K00541.01,Kepler-594 b,CONFIRMED,CANDIDATE,13.646181920,3.4890000e-05,-3.4890000e-05,0,,,MCMC,2.13,7.700e-01,-1.700e-01,89.95,,,681.0,,,50.99,55.10,-12.09,1,5575.00,152.00,-149.00,4.558,0.029,-0.254,0.8340,0.3060,-0.0650,288.921570,49.762032
3085,11853905,K00007.01,Kepler-4 b,CONFIRMED,CANDIDATE,3.213668628,1.1220000e-06,-1.1220000e-06,0,,,MCMC,4.14,1.100e-01,-1.100e-01,89.95,,,1507.0,,,1218.92,133.27,-122.39,1,5781.00,76.00,-76.00,4.105,0.010,-0.010,1.5330,0.0400,-0.0400,285.615330,50.135750
3086,5866724,K00085.03,Kepler-65 d,CONFIRMED,CANDIDATE,8.131224840,1.3450000e-05,-1.3450000e-05,0,,,MCMC,1.76,3.000e-02,-3.000e-02,83.08,,,1109.0,,,357.04,24.25,-22.99,3,6169.00,50.00,-50.00,4.236,0.022,-0.022,1.4240,0.0240,-0.0240,288.688690,41.151180
3087,11669239,K00542.01,Kepler-180 c,CONFIRMED,CANDIDATE,41.885483400,1.4830000e-04,-1.4830000e-04,0,,,MCMC,2.69,9.600e-01,-4.300e-01,89.95,,,540.0,,,20.05,21.26,-7.29,1,5735.00,159.00,-148.00,4.356,0.143,-0.235,1.0280,0.3690,-0.1640,295.571350,49.774578
3088,11669239,K00542.02,Kepler-180 b,CONFIRMED,CANDIDATE,13.817318170,9.9700000e-05,-9.9700000e-05,0,,,MCMC,1.51,5.400e-01,-2.400e-01,89.95,,,781.0,,,88.04,93.35,-32.02,2,5735.00,159.00,-148.00,4.356,0.143,-0.235,1.0280,0.3690,-0.1640,295.571350,49.774578
3089,10600261,K00597.03,Kepler-194 d,CONFIRMED,CANDIDATE,52.814728400,3.4670000e-04,-3.4670000e-04,0,,,MCMC,2.41,9.000e-01,-2.900e-01,89.95,,,516.0,,,16.73,18.33,-5.27,3,6085.00,163.00,-186.00,4.417,0.080,-0.265,1.0050,0.3750,-0.1200,291.971440,47.864170
3090,10656823,K00598.01,Kepler-195 b,CONFIRMED,CANDIDATE,8.307844980,1.1620000e-05,-1.1620000e-05,0,,,MCMC,2.22,5.300e-01,-1.700e-01,89.95,,,753.0,,,76.08,56.25,-17.68,1,5324.00,169.00,-140.00,4.585,0.026,-0.156,0.7910,0.1890,-0.0600,288.120970,47.966671
3091,10656823,K00598.02,Kepler-195 c,CONFIRMED,CANDIDATE,34.096229500,2.1180000e-04,-2.1180000e-04,0,,,MCMC,1.76,4.200e-01,-1.400e-01,89.38,,,470.0,,,11.58,8.56,-2.69,2,5324.00,169.00,-140.00,4.585,0.026,-0.156,0.7910,0.1890,-0.0600,288.120970,47.966671
3092,10676824,K00599.01,,CANDIDATE,CANDIDATE,6.454433770,1.1930000e-05,-1.1930000e-05,0,,,MCMC,2.45,9.500e-01,-2.300e-01,87.66,,,999.0,,,234.98,266.75,-64.92,1,6092.00,156.00,-191.00,4.496,0.045,-0.288,0.9430,0.3670,-0.0880,296.120730,47.921478
3093,10718726,K00600.01,Kepler-618 b,CONFIRMED,CANDIDATE,3.595769645,8.8200000e-06,-8.8200000e-06,0,,,MCMC,2.39,1.090e+00,-2.300e-01,79.64,,,1252.0,,,581.32,785.74,-163.62,1,6108.00,152.00,-200.00,4.453,0.049,-0.308,1.0110,0.4650,-0.0950,286.249820,48.060940
3094,12302530,K00438.02,Kepler-155 c,CONFIRMED,CANDIDATE,52.661583600,1.2800000e-04,-1.2800000e-04,0,,,MCMC,1.76,2.300e-01,-2.300e-01,89.95,,,271.0,,,1.28,0.81,-0.37,2,3985.00,251.00,-64.00,4.721,0.084,-0.084,0.5400,0.0700,-0.0700,288.495820,51.081940
3095,12470954,K00439.01,Kepler-554 b,CONFIRMED,CANDIDATE,1.902208556,4.1000000e-07,-4.1000000e-07,0,,,MCMC,3.92,1.190e+00,-2.500e-01,89.38,,,1271.0,,,616.28,557.11,-128.84,1,5438.00,158.00,-140.00,4.577,0.020,-0.215,0.8250,0.2500,-0.0520,296.406860,51.358150
3096,2438264,K00440.01,Kepler-156 c,CONFIRMED,CANDIDATE,15.906864370,2.4810000e-05,-2.4810000e-05,0,,,MCMC,2.51,4.100e-01,-1.900e-01,88.24,,,579.0,,,26.55,14.13,-6.23,1,5075.00,162.00,-131.00,4.569,0.034,-0.098,0.7690,0.1250,-0.0600,290.296510,37.749489
3097,2438264,K00440.02,Kepler-156 b,CONFIRMED,CANDIDATE,4.973451411,4.7400000e-06,-4.7400000e-06,0,,,MCMC,2.51,4.000e-01,-2.000e-01,85.94,,,853.0,,,124.98,66.56,-29.29,2,5075.00,162.00,-131.00,4.569,0.034,-0.098,0.7690,0.1250,-0.0600,290.296510,37.749489
3100,4454752,K00496.01,Kepler-578 b,CONFIRMED,CANDIDATE,1.616883696,1.2280000e-06,-1.2280000e-06,0,,,MCMC,2.54,1.000e+00,-4.600e-01,81.36,,,1536.0,,,1315.58,1560.95,-519.19,1,5417.00,164.00,-134.00,4.325,0.173,-0.256,1.0660,0.4190,-0.1940,288.754940,39.563648
3101,4757437,K00497.01,Kepler-168 c,CONFIRMED,CANDIDATE,13.193209200,3.0490000e-05,-3.0490000e-05,0,,,MCMC,2.79,1.540e+00,-3.100e-01,89.95,,,870.0,,,135.20,228.73,-41.84,1,6251.00,170.00,-208.00,4.378,0.075,-0.316,1.1190,0.6210,-0.1240,294.710170,39.825100
3102,10187017,K00082.02,Kepler-102 d,CONFIRMED,CANDIDATE,10.311737520,1.0280000e-05,-1.0280000e-05,0,,,MCMC,1.40,5.000e-02,-8.000e-02,87.09,,,638.0,,,39.04,6.94,-6.83,2,4812.00,101.00,-93.00,4.548,0.042,-0.019,0.7550,0.0310,-0.0420,281.482730,47.208031
3103,4757437,K00497.02,Kepler-168 b,CONFIRMED,CANDIDATE,4.425346210,1.6650000e-05,-1.6650000e-05,0,,,MCMC,1.54,8.600e-01,-1.700e-01,89.38,,,1252.0,,,580.32,981.81,-179.58,2,6251.00,170.00,-208.00,4.378,0.075,-0.316,1.1190,0.6210,-0.1240,294.710170,39.825100
3104,11823054,K00543.01,Kepler-181 c,CONFIRMED,CANDIDATE,4.302143627,4.7210000e-06,-4.7210000e-06,0,,,MCMC,2.08,5.300e-01,-1.500e-01,89.38,,,927.0,,,174.86,136.76,-39.06,1,5324.00,170.00,-135.00,4.597,0.027,-0.155,0.7610,0.1930,-0.0550,296.151400,50.095810
3105,11823054,K00543.02,Kepler-181 b,CONFIRMED,CANDIDATE,3.137848829,7.8020000e-06,-7.8020000e-06,0,,,MCMC,1.33,3.400e-01,-1.000e-01,88.81,,,1031.0,,,266.89,208.74,-59.61,2,5324.00,170.00,-135.00,4.597,0.027,-0.155,0.7610,0.1930,-0.0550,296.151400,50.095810
3108,12058931,K00546.01,Kepler-182 c,CONFIRMED,CANDIDATE,20.684223110,5.1990000e-05,-5.1990000e-05,0,,,MCMC,3.69,2.220e+00,-4.300e-01,88.24,,,742.0,,,71.48,131.90,-22.23,1,6215.00,163.00,-195.00,4.397,0.062,-0.343,1.1450,0.6890,-0.1320,289.830110,50.586239
3109,9782691,K00590.02,Kepler-193 c,CONFIRMED,CANDIDATE,50.698444800,2.2450000e-04,-2.2450000e-04,0,,,MCMC,2.85,1.560e+00,-3.200e-01,89.95,,,558.0,,,22.86,37.03,-7.53,2,6343.00,152.00,-244.00,4.411,0.056,-0.323,1.1370,0.6180,-0.1300,296.498600,46.577240
3111,9957627,K00592.01,,CANDIDATE,CANDIDATE,39.753028400,1.5730000e-04,-1.5730000e-04,0,,,MCMC,2.80,1.030e+00,-3.500e-01,88.24,,,568.0,,,24.54,26.26,-7.87,1,6072.00,157.00,-183.00,4.411,0.085,-0.262,1.0100,0.3710,-0.1250,294.462680,46.821449
3112,9958962,K00593.01,Kepler-616 b,CONFIRMED,CANDIDATE,9.997618510,2.1380000e-05,-2.1380000e-05,0,,,MCMC,2.48,9.800e-01,-2.200e-01,89.38,,,860.0,,,129.18,149.36,-35.37,1,6004.00,158.00,-197.00,4.484,0.043,-0.282,0.9770,0.3850,-0.0870,294.989140,46.838329
3113,9958962,K00593.02,Kepler-616 c,CONFIRMED,CANDIDATE,90.411355600,4.5220000e-04,-4.5220000e-04,0,,,MCMC,3.37,1.320e+00,-3.000e-01,89.95,,,413.0,,,6.86,7.92,-1.88,2,6004.00,158.00,-197.00,4.484,0.043,-0.282,0.9770,0.3850,-0.0870,294.989140,46.838329
3114,3745690,K00442.01,Kepler-157 c,CONFIRMED,CANDIDATE,13.540568740,3.5030000e-05,-3.5030000e-05,0,,,MCMC,2.33,9.600e-01,-2.000e-01,86.52,,,762.0,,,79.88,96.41,-20.65,1,5988.00,149.00,-177.00,4.507,0.038,-0.299,0.9340,0.3870,-0.0800,291.097230,38.875610
3115,3745690,K00442.02,Kepler-157 b,CONFIRMED,CANDIDATE,1.732345491,3.2870000e-06,-3.2870000e-06,0,,,MCMC,1.27,5.300e-01,-1.100e-01,89.38,,,1512.0,,,1235.77,1491.63,-319.47,2,5988.00,149.00,-177.00,4.507,0.038,-0.299,0.9340,0.3870,-0.0800,291.097230,38.875610
3116,3745690,K00442.03,Kepler-157 d,CONFIRMED,CANDIDATE,7.025734740,2.3880000e-05,-2.3880000e-05,0,,,MCMC,1.32,5.400e-01,-1.200e-01,89.95,,,949.0,,,191.49,231.14,-49.50,3,5988.00,149.00,-177.00,4.507,0.038,-0.299,0.9340,0.3870,-0.0800,291.097230,38.875610
3117,3833007,K00443.01,Kepler-555 b,CONFIRMED,CANDIDATE,16.217754070,2.8900000e-05,-2.8900000e-05,0,,,MCMC,2.22,1.010e+00,-1.600e-01,89.38,,,663.0,,,45.73,62.62,-10.03,1,5834.00,163.00,-143.00,4.577,0.029,-0.307,0.7970,0.3640,-0.0570,285.516850,38.932400
3118,3847138,K00444.01,Kepler-556 b,CONFIRMED,CANDIDATE,11.722921760,2.3810000e-05,-2.3810000e-05,0,,,MCMC,2.13,9.000e-01,-1.900e-01,89.95,,,797.0,,,95.29,117.65,-25.16,1,5957.00,154.00,-181.00,4.506,0.039,-0.303,0.9370,0.3940,-0.0820,290.529420,38.942661
3120,4847534,K00499.01,Kepler-579 b,CONFIRMED,CANDIDATE,9.668577230,1.9200000e-05,-1.9200000e-05,0,,,MCMC,1.70,5.700e-01,-1.300e-01,89.38,,,730.0,,,67.06,71.38,-16.66,1,5288.00,203.00,-161.00,4.541,0.036,-0.217,0.8360,0.2780,-0.0650,295.002040,39.952930
3121,4852528,K00500.01,Kepler-80 b,CONFIRMED,CANDIDATE,7.053514449,6.1130000e-06,-6.1130000e-06,0,,,MCMC,2.21,2.700e-01,-2.700e-01,89.95,,,547.0,,,21.23,7.28,-7.54,1,4040.00,64.00,-175.00,4.697,0.074,-0.074,0.5700,0.0700,-0.0700,296.112580,39.978779
3122,4852528,K00500.02,Kepler-80 c,CONFIRMED,CANDIDATE,9.521650159,9.3870000e-06,-9.3870000e-06,0,,,MCMC,2.27,2.800e-01,-2.800e-01,89.95,,,495.0,,,14.22,4.87,-5.05,2,4040.00,64.00,-175.00,4.697,0.074,-0.074,0.5700,0.0700,-0.0700,296.112580,39.978779
3123,4852528,K00500.03,Kepler-80 d,CONFIRMED,CANDIDATE,3.072149196,5.7120000e-06,-5.7120000e-06,0,,,MCMC,1.34,1.600e-01,-1.600e-01,85.94,,,722.0,,,64.33,22.04,-22.86,3,4040.00,64.00,-175.00,4.697,0.074,-0.074,0.5700,0.0700,-0.0700,296.112580,39.978779
3124,4852528,K00500.04,Kepler-80 e,CONFIRMED,CANDIDATE,4.645397088,9.8200000e-06,-9.8200000e-06,0,,,MCMC,1.37,1.700e-01,-1.700e-01,87.66,,,629.0,,,37.09,12.70,-13.18,5,4040.00,64.00,-175.00,4.697,0.074,-0.074,0.5700,0.0700,-0.0700,296.112580,39.978779
3125,12058931,K00546.02,Kepler-182 b,CONFIRMED,CANDIDATE,9.825784350,3.7190000e-05,-3.7190000e-05,0,,,MCMC,2.73,1.640e+00,-3.200e-01,85.37,,,950.0,,,192.75,355.73,-59.94,2,6215.00,163.00,-195.00,4.397,0.062,-0.343,1.1450,0.6890,-0.1320,289.830110,50.586239
3126,12116489,K00547.01,Kepler-595 b,CONFIRMED,CANDIDATE,25.302923320,3.0030000e-05,-3.0030000e-05,0,,,MCMC,3.77,1.110e+00,-2.300e-01,89.95,,,519.0,,,17.15,15.85,-3.66,1,5271.00,185.00,-148.00,4.578,0.019,-0.203,0.8210,0.2420,-0.0500,294.570400,50.673019
3127,12600735,K00548.01,Kepler-596 b,CONFIRMED,CANDIDATE,21.300226550,4.1930000e-05,-4.1930000e-05,0,,,MCMC,2.92,1.470e+00,-3.100e-01,89.95,,,752.0,,,75.75,112.97,-22.51,1,6343.00,153.00,-198.00,4.375,0.075,-0.294,1.1150,0.5630,-0.1190,289.500670,51.685730
3128,10593626,K00087.01,Kepler-22 b,CONFIRMED,CANDIDATE,289.864456000,1.2890000e-03,-1.2890000e-03,0,,,MCMC,2.17,5.000e-02,-4.000e-02,89.95,,,267.0,,,1.21,0.09,-0.09,1,5642.00,50.00,-50.00,4.443,0.028,-0.028,0.9790,0.0200,-0.0200,289.217500,47.884460
3130,9958962,K00593.03,,CANDIDATE,CANDIDATE,51.067249500,2.5940000e-04,-2.5940000e-04,0,,,MCMC,2.62,1.040e+00,-2.300e-01,89.95,,,499.0,,,14.69,16.98,-4.02,3,6004.00,158.00,-197.00,4.484,0.043,-0.282,0.9770,0.3850,-0.0870,294.989140,46.838329
